instance_id,run_id,solved,stopped_reason,duration_s,total_tokens_in,total_tokens_out,planner_tokens_in,planner_tokens_out,coder_tokens_in,coder_tokens_out,reviewer_tokens_in,reviewer_tokens_out,value_tokens_in,value_tokens_out,coder_model,planner_model,reviewer_model,tree_nodes,best_node_depth,best_node_value,mcts_iterations,steps_used,avg_branching_factor,max_branches,cost_usd,cost_bpt,variant,case_set,solve_int,total_tokens
renewal_preview_001,A_c1_9b_mcts,True,auto_finalized,236.92,46874,1454,689,249,44992,1051,1193,154,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,12,11,27.18145331734705,18,11,1.0,1,0.004905499999999999,434952.0,A,c1,1,48328
risk_score_001,A_c1_9b_mcts,True,auto_finalized,56.73,9287,323,583,169,8704,154,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.00097715,86490.0,A,c1,1,9610
shipment_preview_001,A_c1_9b_mcts,False,reviewer_rejected,261.64,76748,1165,755,235,74372,669,1621,261,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,20,11,1.6690366072055223,18,11,1.0555555555555556,2,0.00784955,701217.0,A,c1,0,77913
simple_mean_bug_001,A_c1_9b_mcts,True,auto_finalized,59.09,9369,329,616,171,8753,158,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0009862500000000001,87282.0,A,c1,1,9698
status_slug_001,A_c1_9b_mcts,True,auto_finalized,61.75,8594,419,579,143,8015,276,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0009222499999999999,81117.0,A,c1,1,9013
team_digest_001,A_c1_9b_mcts,True,auto_finalized,105.31,20727,1197,614,184,20113,1013,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.00225225,197316.0,A,c1,1,21924
workspace_digest_001,A_c1_9b_mcts,True,auto_finalized,86.19,23084,806,837,227,22247,579,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,39.98265623659199,18,6,1.0,1,0.0024293,215010.0,A,c1,1,23890
assignee_board_001,A_c2_9b_mcts,False,max_iterations,216.7,87234,1786,0,0,87234,1786,0,0,0,0,ollama/qwen3.5:9b,,,19,18,0.0,18,18,1.0,1,0.008991299999999999,801180.0,A,c2,0,89020
campaign_header_001,A_c2_9b_mcts,False,parse_failure,81.19,10669,629,0,0,10669,629,0,0,0,0,ollama/qwen3.5:9b,,,6,5,0.0,18,5,1.0,1,0.00116125,101682.0,A,c2,0,11298
comment_highlight_001,A_c2_9b_mcts,True,auto_finalized,56.09,8131,213,0,0,8131,213,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.0008450500000000001,75096.0,A,c2,1,8344
dispatch_preview_001,A_c2_9b_mcts,False,empty_patch_guardrail,148.79,58477,1302,0,0,58477,1302,0,0,0,0,ollama/qwen3.5:9b,,,20,18,0.0,18,18,1.0555555555555556,2,0.006043000000000001,538011.0,A,c2,0,59779
fee_rounding_001,A_c2_9b_mcts,True,auto_finalized,47.44,4702,128,0,0,4702,128,0,0,0,0,ollama/qwen3.5:9b,,,4,3,43.808304,18,3,1.0,1,0.0004894000000000001,43470.0,A,c2,1,4830
headline_api_001,A_c2_9b_mcts,False,max_iterations,301.69,103033,3490,0,0,103033,3490,0,0,0,0,ollama/qwen3.5:9b,,,20,12,0.0,18,12,1.0555555555555556,2,0.010826800000000001,958707.0,A,c2,0,106523
incident_brief_c2_001,A_c2_9b_mcts,True,auto_finalized,57.54,7450,246,0,0,7450,246,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.0007819,69264.0,A,c2,1,7696
invoice_summary_001,A_c2_9b_mcts,True,auto_finalized,53.92,7996,143,0,0,7996,143,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.00082105,73251.0,A,c2,1,8139
label_join_001,A_c2_9b_mcts,True,auto_finalized,69.73,6371,494,0,0,6371,494,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.0007112,61785.0,A,c2,1,6865
partner_brief_001,A_c2_9b_mcts,True,auto_finalized,60.88,10552,233,0,0,10552,233,0,0,0,0,ollama/qwen3.5:9b,,,7,6,39.98265623659199,18,6,1.0,1,0.00109015,97065.0,A,c2,1,10785
profile_preview_001,A_c2_9b_mcts,False,max_iterations,154.99,54163,1498,0,0,54163,1498,0,0,0,0,ollama/qwen3.5:9b,,,19,18,0.0,18,18,1.0,1,0.005641,500949.0,A,c2,0,55661
queue_digest_001,A_c2_9b_mcts,True,auto_finalized,55.14,7522,164,0,0,7522,164,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.0007768,69174.0,A,c2,1,7686
ratio_guard_001,A_c2_9b_mcts,False,parse_failure,68.01,7724,464,0,0,7724,464,0,0,0,0,ollama/qwen3.5:9b,,,4,3,0.0,18,3,1.0,1,0.0008420000000000001,73692.0,A,c2,0,8188
renewal_banner_001,A_c2_9b_mcts,False,max_iterations,179.68,58124,1751,0,0,58124,1751,0,0,0,0,ollama/qwen3.5:9b,,,19,18,2.311805050172163,18,18,1.0,1,0.00607505,538875.0,A,c2,0,59875
retry_slot_001,A_c2_9b_mcts,True,auto_finalized,49.61,4854,150,0,0,4854,150,0,0,0,0,ollama/qwen3.5:9b,,,4,3,43.808304,18,3,1.0,1,0.0005079,45036.0,A,c2,1,5004
shipment_digest_001,A_c2_9b_mcts,True,auto_finalized,57.71,7437,284,0,0,7437,284,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.0007863000000000001,69489.0,A,c2,1,7721
sprint_rollup_001,A_c2_9b_mcts,True,auto_finalized,48.39,5120,137,0,0,5120,137,0,0,0,0,ollama/qwen3.5:9b,,,4,3,43.808304,18,3,1.0,1,0.0005325499999999999,47313.0,A,c2,1,5257
tag_visibility_001,A_c2_9b_mcts,True,auto_finalized,54.04,6702,161,0,0,6702,161,0,0,0,0,ollama/qwen3.5:9b,,,5,4,42.49405487999999,18,4,1.0,1,0.00069435,61767.0,A,c2,1,6863
timeline_caption_001,A_c2_9b_mcts,False,parse_failure,131.51,38526,1229,0,0,38526,1229,0,0,0,0,ollama/qwen3.5:9b,,,15,14,0.0,18,14,1.0,1,0.00403695,357795.0,A,c2,0,39755
window_center_001,A_c2_9b_mcts,True,auto_finalized,46.47,4761,95,0,0,4761,95,0,0,0,0,ollama/qwen3.5:9b,,,4,3,43.808304,18,3,1.0,1,0.0004903500000000001,43704.0,A,c2,1,4856
alert_subject_001,A_c3_9b_mcts,False,,3.3,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0,0.0,0,0.0,0.0,A,c3,0,0
backlog_health_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,139.16,9410,465,642,235,8768,230,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0010107500000000001,88875.0,A,c3,1,9875
c3_banner_trim_001,A_c3_9b_mcts,True,auto_finalized,63.68,8430,337,560,158,7870,179,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0008935500000000001,78903.0,A,c3,1,8767
c3_clamp_floor_001,A_c3_9b_mcts,True,auto_finalized,65.93,8461,370,564,154,7897,216,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0009016,79479.0,A,c3,1,8831
c3_csv_count_001,A_c3_9b_mcts,True,auto_finalized,66.63,8407,340,565,163,7842,177,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0008916999999999999,78723.0,A,c3,1,8747
c3_eta_label_001,A_c3_9b_mcts,True,auto_finalized,67.97,8471,397,557,188,7914,209,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0009066500000000002,79812.0,A,c3,1,8868
c3_initials_join_001,A_c3_9b_mcts,False,reviewer_rejected,397.62,146393,2760,565,137,143541,2364,2287,259,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,18,1.0,1,0.0150533,1342377.0,A,c3,0,149153
c3_slug_tail_001,A_c3_9b_mcts,True,auto_finalized,62.12,8396,347,562,167,7834,180,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0008916500000000001,78687.0,A,c3,1,8743
c3_title_case_001,A_c3_9b_mcts,True,auto_finalized,126.13,21262,1324,566,165,20696,1159,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,41.219233233599994,18,5,1.0,1,0.0023247999999999997,203274.0,A,c3,1,22586
escalation_caption_001,A_c3_9b_mcts,False,reviewer_rejected,425.64,119568,3560,593,278,116751,3032,2224,250,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,18,1.0,1,0.0124908,1108152.0,A,c3,0,123128
invoice_alerts_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,72.73,9435,465,641,237,8794,228,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.00101325,89100.0,A,c3,1,9900
ledger_preview_001,A_c3_9b_mcts,True,auto_finalized,214.32,7654,681,594,255,5980,248,1080,178,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,3,2,45.163199999999996,18,2,1.0,1,0.00086755,75015.0,A,c3,1,8335
oncall_brief_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,70.81,9402,432,644,185,8758,247,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.001005,88506.0,A,c3,1,9834
quota_snapshot_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,71.42,9448,471,643,239,8805,232,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.00101545,89271.0,A,c3,1,9919
release_notes_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,78.69,14658,533,637,245,14021,288,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,41.219233233599994,18,5,1.0,1,0.0015457500000000002,136719.0,A,c3,1,15191
roster_signature_001,A_c3_9b_mcts,False,reviewer_rejected,464.12,109227,4844,599,245,106654,4269,1974,330,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,20,12,0.0,18,12,1.0555555555555556,2,0.011649300000000001,1026639.0,A,c3,0,114071
segment_badge_001,A_c3_9b_mcts,False,reviewer_rejected,214.55,13128,891,590,196,11073,357,1465,338,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,4,3,0.0,18,3,1.0,1,0.00144645,126171.0,A,c3,0,14019
ticket_digest_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,79.29,12167,462,646,190,11521,272,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.001286,113661.0,A,c3,1,12629
transfer_digest_001,A_c3_9b_mcts,False,reviewer_rejected,407.96,95513,2328,593,199,92294,1894,2626,235,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,21,13,0.0,18,13,1.1111111111111112,2,0.0099005,880569.0,A,c3,0,97841
uptime_rollup_medium_c3_001,A_c3_9b_mcts,True,auto_finalized,72.1,12214,479,648,204,11566,275,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0012932500000000001,114237.0,A,c3,1,12693
board_rollup_001,A_strict_c1_9b_mcts,True,auto_finalized,85.46,12633,656,694,198,11939,458,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0013617000000000002,119601.0,A_strict,c1,1,13289
budget_snapshot_001,A_strict_c1_9b_mcts,False,reviewer_rejected,409.42,134654,3219,738,190,131488,2766,2428,263,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,18,1.0,1,0.01394825,1240857.0,A_strict,c1,0,137873
contact_card_001,A_strict_c1_9b_mcts,False,reviewer_rejected,180.39,65708,1208,643,197,63191,722,1874,289,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,16,15,15.831279728419728,18,15,1.0,1,0.006752000000000001,602244.0,A_strict,c1,0,66916
digest_preview_001,A_strict_c1_9b_mcts,False,reviewer_rejected,342.88,94924,1890,797,346,92176,1304,1951,240,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,4.045658837801286,18,18,1.0,1,0.0097759,871326.0,A_strict,c1,0,96814
incident_brief_001,A_strict_c1_9b_mcts,True,auto_finalized,132.08,20346,1499,769,237,19577,1262,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,49.97832029573999,18,6,1.0,1,0.00225945,196605.0,A_strict,c1,1,21845
invoice_footer_001,A_strict_c1_9b_mcts,True,auto_finalized,213.83,52599,2740,626,227,51973,2513,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,10,8,31.349734377507836,18,8,1.125,2,0.0056709,498051.0,A_strict,c1,1,55339
label_formatter_001,A_strict_c1_9b_mcts,False,,2.78,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0,0.0,0,0.0,0.0,A_strict,c1,0,0
median_window_001,A_strict_c1_9b_mcts,True,auto_finalized,89.66,15461,776,575,160,14886,616,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0016625000000000001,146133.0,A_strict,c1,1,16237
milestone_rollup_001,A_strict_c1_9b_mcts,False,reviewer_rejected,107.38,12120,640,618,159,10563,295,939,186,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,0.0,18,4,1.0,1,0.0013080000000000001,114840.0,A_strict,c1,0,12760
nested_app_001,A_strict_c1_9b_mcts,True,auto_finalized,145.75,25835,1838,705,202,25130,1636,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,41.219233233599994,18,5,1.0,1,0.0028592,249057.0,A_strict,c1,1,27673
owner_recap_001,A_strict_c1_9b_mcts,True,auto_finalized,130.01,36044,1279,818,259,35226,1020,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,10,9,34.97062869810999,18,9,1.0,1,0.00379625,335907.0,A_strict,c1,1,37323
owner_sort_001,A_strict_c1_9b_mcts,True,auto_finalized,74.11,11307,531,586,194,10721,337,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.00121035,106542.0,A_strict,c1,1,11838
priority_snapshot_001,A_strict_c1_9b_mcts,False,reviewer_rejected,112.59,18844,682,652,178,17247,346,945,158,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,7,6,0.0,18,6,1.0,1,0.0019867,175734.0,A_strict,c1,0,19526
renewal_preview_001,A_strict_c1_9b_mcts,True,auto_finalized,241.98,42204,1584,689,249,40322,1181,1193,154,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,9,7,33.93527948080745,18,7,1.1428571428571428,2,0.004458,394092.0,A_strict,c1,1,43788
risk_score_001,A_strict_c1_9b_mcts,True,auto_finalized,59.82,9287,323,583,169,8704,154,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.00097715,86490.0,A_strict,c1,1,9610
shipment_preview_001,A_strict_c1_9b_mcts,False,reviewer_rejected,280.57,92509,1771,755,235,89721,1256,2033,280,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,20,15,0.0,18,15,1.0555555555555556,2,0.00951655,848520.0,A_strict,c1,0,94280
simple_mean_bug_001,A_strict_c1_9b_mcts,True,auto_finalized,61.8,9369,329,616,171,8753,158,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0009862500000000001,87282.0,A_strict,c1,1,9698
status_slug_001,A_strict_c1_9b_mcts,True,auto_finalized,65.86,8594,419,579,143,8015,276,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0009222499999999999,81117.0,A_strict,c1,1,9013
team_digest_001,A_strict_c1_9b_mcts,False,reviewer_rejected,664.58,142291,6321,614,184,139941,5886,1736,251,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,18,13,0.0,18,13,1.0625,2,0.01517725,1337508.0,A_strict,c1,0,148612
workspace_digest_001,A_strict_c1_9b_mcts,True,auto_finalized,91.23,23084,806,837,227,22247,579,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,39.98265623659199,18,6,1.0,1,0.0024293,215010.0,A_strict,c1,1,23890
assignee_board_001,A_strict_c2_9b_mcts,False,reviewer_rejected,378.15,68652,1223,625,195,65938,784,2089,244,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,18,1.0,1,0.00704865,628875.0,A_strict,c2,0,69875
campaign_header_001,A_strict_c2_9b_mcts,False,reviewer_rejected,405.05,60871,1395,609,221,58381,903,1881,271,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,1.7338537876291222,18,18,1.0,1,0.00629635,560394.0,A_strict,c2,0,62266
comment_highlight_001,A_strict_c2_9b_mcts,True,auto_finalized,73.83,12621,529,629,180,11992,349,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0013414499999999999,118350.0,A_strict,c2,1,13150
dispatch_preview_001,A_strict_c2_9b_mcts,False,reviewer_rejected,334.47,70270,2231,611,260,67661,1644,1998,327,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,18,1.0,1,0.007361650000000001,652509.0,A_strict,c2,0,72501
fee_rounding_001,A_strict_c2_9b_mcts,True,auto_finalized,66.59,10889,372,566,146,10323,226,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0011447,101349.0,A_strict,c2,1,11261
headline_api_001,A_strict_c2_9b_mcts,False,reviewer_rejected,583.27,93966,2731,561,193,91345,2188,2060,350,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,18,17,0.0,18,17,1.0,1,0.00980625,870273.0,A_strict,c2,0,96697
incident_brief_c2_001,A_strict_c2_9b_mcts,True,auto_finalized,74.56,9643,512,634,255,9009,257,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0010411,91395.0,A_strict,c2,1,10155
invoice_summary_001,A_strict_c2_9b_mcts,True,auto_finalized,69.44,12866,394,605,179,12261,215,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0013457,119340.0,A_strict,c2,1,13260
label_join_001,A_strict_c2_9b_mcts,True,auto_finalized,67.85,10511,382,558,179,9953,203,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0011084,98037.0,A_strict,c2,1,10893
partner_brief_001,A_strict_c2_9b_mcts,True,auto_finalized,76.98,17480,539,628,237,16852,302,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,39.98265623659199,18,6,1.0,1,0.0018288500000000001,162171.0,A_strict,c2,1,18019
profile_preview_001,A_strict_c2_9b_mcts,False,reviewer_rejected,256.81,13503,1190,611,219,11216,683,1676,288,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,5,4,0.0,18,4,1.0,1,0.0015288,132237.0,A_strict,c2,0,14693
queue_digest_001,A_strict_c2_9b_mcts,True,auto_finalized,66.15,9247,423,627,191,8620,232,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.00098815,87030.0,A_strict,c2,1,9670
ratio_guard_001,A_strict_c2_9b_mcts,False,,2.8,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0,0.0,0,0.0,0.0,A_strict,c2,0,0
renewal_banner_001,A_strict_c2_9b_mcts,True,auto_finalized,89.41,16236,726,601,283,15635,443,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,41.219233233599994,18,5,1.0,1,0.0017325,152658.0,A_strict,c2,1,16962
retry_slot_001,A_strict_c2_9b_mcts,True,auto_finalized,74.39,13306,494,565,200,12741,294,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0014047,124200.0,A_strict,c2,1,13800
shipment_digest_001,A_strict_c2_9b_mcts,True,auto_finalized,72.96,12195,499,629,197,11566,302,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.00129435,114246.0,A_strict,c2,1,12694
sprint_rollup_001,A_strict_c2_9b_mcts,True,auto_finalized,70.79,11678,447,622,190,11056,257,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.00123485,109125.0,A_strict,c2,1,12125
tag_visibility_001,A_strict_c2_9b_mcts,True,auto_finalized,67.48,10860,384,556,136,10304,248,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,42.49405487999999,18,4,1.0,1,0.0011436000000000003,101196.0,A_strict,c2,1,11244
timeline_caption_001,A_strict_c2_9b_mcts,False,reviewer_rejected,244.03,69975,2201,608,245,67740,1699,1627,257,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,4.045658837801286,18,18,1.0,1,0.007327650000000001,649584.0,A_strict,c2,0,72176
window_center_001,A_strict_c2_9b_mcts,True,auto_finalized,59.5,8509,288,560,152,7949,136,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0008941,79173.0,A_strict,c2,1,8797
alert_subject_001,A_strict_c3_9b_mcts,False,reviewer_rejected,295.35,59000,1889,592,210,56196,1374,2212,305,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,0.0,18,18,1.0,1,0.006183350000000001,548001.0,A_strict,c3,0,60889
backlog_health_medium_c3_001,A_strict_c3_9b_mcts,True,auto_finalized,69.32,9410,465,642,235,8768,230,0,0,0,0,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,43.808304,18,3,1.0,1,0.0010107500000000001,88875.0,A_strict,c3,1,9875
