run_id,instance_id,reviewer_size,actually_solved,reviewer_decision,reviewer_confidence,reviewer_reason,has_patch,tokens_in,tokens_out,cached,tp,fp,fn,tn
A_c1_9b_mcts,label_formatter_001,30b,True,accept,high,"The patch correctly preserves internal spacing by replacing aggressive whitespace collapsing with a simple strip, aligning with the root cause of over-normalization.",True,481,51,True,1,0,0,0
A_c1_9b_mcts,label_formatter_001,120b,True,accept,high,"The patch correctly changes label normalization to only strip leading/trailing whitespace, preserving internal spacing as required.",True,530,401,True,1,0,0,0
A_c1_9b_mcts,median_window_001,9b,True,accept,high,The patch correctly fixes the off-by-one error by returning the element at the calculated midpoint index for odd-length windows instead of the next element.,True,512,62,True,1,0,0,0
A_c1_9b_mcts,median_window_001,30b,True,accept,high,The patch correctly fixes the off-by-one error in median calculation for odd-length windows by using the proper midpoint index.,True,483,47,True,1,0,0,0
A_c1_9b_mcts,median_window_001,120b,True,accept,high,The patch corrects the off‑by‑one error by returning the proper middle element for odd‑length windows.,True,536,249,True,1,0,0,0
A_c1_9b_mcts,milestone_rollup_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c1_9b_mcts,milestone_rollup_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c1_9b_mcts,milestone_rollup_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c1_9b_mcts,nested_app_001,9b,True,accept,high,"The patch correctly implements a new function to handle apostrophes in names and updates the presenter to use it, directly addressing the stated root cause without modifying tests.",True,767,49,True,1,0,0,0
A_c1_9b_mcts,nested_app_001,30b,True,accept,high,"The patch correctly modifies the name formatting logic to preserve apostrophes in names, addressing the root cause by updating the presenter to use a new function that handles special characters properly.",True,736,64,True,1,0,0,0
A_c1_9b_mcts,nested_app_001,120b,True,accept,high,"The patch updates the presenter to use a new title-casing function that correctly handles apostrophes and adds that function, directly addressing the hypothesized formatting bug.",True,776,512,True,1,0,0,0
A_c1_9b_mcts,owner_recap_001,9b,True,accept,high,The patch correctly targets the identified root cause by replacing the incorrect formatting function with the proper one for the preview layer while preserving the export logic.,True,609,62,True,1,0,0,0
A_c1_9b_mcts,owner_recap_001,30b,True,revise,medium,"The patch introduces a new function format_display_owner_name without confirming its existence or implementation, and the change may not preserve the required export formatting if not properly aligned with the existing logic.",True,578,107,True,0,0,1,0
A_c1_9b_mcts,owner_recap_001,120b,True,accept,medium,"The patch updates the preview rendering to use a display‑specific formatting function, targeting the identified bug without affecting export behavior.",True,633,336,True,1,0,0,0
A_c1_9b_mcts,owner_sort_001,9b,True,accept,high,"The patch correctly modifies the sorting key to use `str.lower` to ensure case-insensitive ordering, directly addressing the root cause of uppercase names jumping ahead of lowercase ones.",True,517,68,True,1,0,0,0
A_c1_9b_mcts,owner_sort_001,30b,True,accept,high,"The patch correctly fixes the sorting by using str.lower as the key, ensuring case-insensitive ordering while preserving the intended behavior.",True,488,49,True,1,0,0,0
A_c1_9b_mcts,owner_sort_001,120b,True,accept,high,"The patch correctly changes the sorting to be case‑insensitive by adding a lower‑case key, fixing the ordering issue in visible_owner_names.",True,537,319,True,1,0,0,0
A_c1_9b_mcts,priority_snapshot_001,9b,True,accept,high,"The patch correctly filters out low-severity items in the attention_count function as hypothesized by the root cause, and the change is minimal and logically sound.",True,531,65,True,1,0,0,0
A_c1_9b_mcts,priority_snapshot_001,30b,True,accept,high,"The patch correctly filters out low-severity items in the attention_count function, aligning with the root cause that low-severity items were being incorrectly included.",True,501,60,True,1,0,0,0
A_c1_9b_mcts,priority_snapshot_001,120b,True,accept,high,"The patch correctly filters out low‑severity items in the attention_count function, addressing the over‑counting issue without affecting tests.",True,548,441,True,1,0,0,0
A_c1_9b_mcts,renewal_preview_001,9b,True,revise,high,"The patch modifies a demo script (scripts/demo_preview.py) which is a test/example file, violating the constraint to not modify test files.",True,723,94,True,0,0,1,0
A_c1_9b_mcts,renewal_preview_001,30b,True,revise,high,"The patch modifies a demo script instead of the actual presenter logic, and the change in renewal_presenter.py is incorrect because it removes the uppercase transformation for account_name without addressing the root cause of the case issue in the correct layer.",True,693,122,True,0,0,1,0
A_c1_9b_mcts,renewal_preview_001,120b,True,accept,high,"The patch correctly removes the unwanted uppercasing of the account name in the renewal preview while preserving route code uppercasing, directly addressing the described bug.",True,732,394,True,1,0,0,0
A_c1_9b_mcts,risk_score_001,9b,True,revise,high,"The patch introduces a variable name error by referencing 'actionable' in the denominator, but the provided code snippet does not define 'actionable' as a variable; it only defines 'critical', making the code syntactically incorrect.",True,520,135,True,0,0,1,0
A_c1_9b_mcts,risk_score_001,30b,True,revise,high,"The fix changes the denominator to len(actionable) instead of len(alerts), which is incorrect because the ratio should be critical alerts divided by total alerts, not actionable alerts.",True,491,81,True,0,0,1,0
A_c1_9b_mcts,risk_score_001,120b,True,accept,high,"The patch correctly changes the denominator in attention_ratio to use actionable alerts, fixing the undercount issue.",True,541,284,True,1,0,0,0
A_c1_9b_mcts,shipment_preview_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c1_9b_mcts,shipment_preview_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c1_9b_mcts,shipment_preview_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c1_9b_mcts,simple_mean_bug_001,9b,True,accept,high,The patch correctly fixes the denominator from len(values) - 1 to len(values) to calculate the arithmetic mean.,True,495,57,True,1,0,0,0
A_c1_9b_mcts,simple_mean_bug_001,30b,True,accept,high,"The patch correctly fixes the mean calculation by using len(values) instead of len(values) - 1, matching the root cause and arithmetic mean definition.",True,466,54,True,1,0,0,0
A_c1_9b_mcts,simple_mean_bug_001,120b,True,accept,high,The patch correctly fixes the denominator in the mean function to compute the arithmetic mean.,True,516,222,True,1,0,0,0
A_c1_9b_mcts,status_slug_001,9b,True,accept,high,"The patch correctly addresses the root cause by replacing spaces with hyphens in the slugify_status function, ensuring words are separated as intended.",True,494,62,True,1,0,0,0
A_c1_9b_mcts,status_slug_001,30b,True,accept,high,"The patch correctly changes space replacement to hyphens, aligning with the requirement to produce hyphenated status slugs as described in the root cause.",True,465,55,True,1,0,0,0
A_c1_9b_mcts,status_slug_001,120b,True,accept,high,"The patch correctly changes slugify_status to replace spaces with hyphens, addressing the described bug.",True,514,273,True,1,0,0,0
A_c1_9b_mcts,team_digest_001,9b,True,accept,high,"The patch correctly filters out snoozed tasks from the action_items count in the team_digest service, directly addressing the root cause.",True,551,60,True,1,0,0,0
A_c1_9b_mcts,team_digest_001,30b,True,accept,high,"The patch correctly filters out snoozed tasks when counting action items, aligning with the root cause and fixing the issue in the team_digest service.",True,521,59,True,1,0,0,0
A_c1_9b_mcts,team_digest_001,120b,True,accept,high,The patch correctly filters out snoozed tasks when counting action items in the team digest service.,True,568,494,True,1,0,0,0
A_c1_9b_mcts,workspace_digest_001,9b,True,accept,high,"The patch correctly fixes the inflated attention count by using the deduplicated 'actionable' list instead of the raw 'workspace.alerts' list, directly addressing the root cause hypothesis.",True,589,70,True,1,0,0,0
A_c1_9b_mcts,workspace_digest_001,30b,True,accept,high,"The patch correctly fixes the inflated attention count by using the deduplicated actionable alerts count instead of the raw alerts count, targeting the root cause in digest_builder.py.",True,559,61,True,1,0,0,0
A_c1_9b_mcts,workspace_digest_001,120b,True,accept,high,"The patch correctly changes the visible alert count to use the filtered actionable alerts, addressing the inflated count issue.",True,612,337,True,1,0,0,0
A_c2_9b_mcts,assignee_board_001,9b,False,accept,high,"The patch correctly addresses the casing issue by sorting names case-insensitively, which aligns with the problem description of uppercase names jumping ahead.",True,458,63,True,0,1,0,0
A_c2_9b_mcts,assignee_board_001,30b,False,accept,high,"The patch correctly fixes case-insensitive sorting by using a key function, addressing the root cause of uppercase names appearing out of order.",True,431,50,True,0,1,0,0
A_c2_9b_mcts,assignee_board_001,120b,False,accept,high,"The patch correctly changes the sorting to be case‑insensitive, addressing the uppercase name ordering issue.",True,484,333,True,0,1,0,0
A_c2_9b_mcts,campaign_header_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,campaign_header_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,campaign_header_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,comment_highlight_001,9b,True,accept,high,The patch correctly filters out deleted comments in the active_comments function to fix the inflated activity count issue described in the problem statement.,True,476,59,True,1,0,0,0
A_c2_9b_mcts,comment_highlight_001,30b,True,accept,high,"The patch correctly filters out deleted comments in the active_comments function, aligning with the root cause that deleted comments were being counted as active activity.",True,449,58,True,1,0,0,0
A_c2_9b_mcts,comment_highlight_001,120b,True,accept,high,"The patch correctly filters out deleted comments in the active_comments function, addressing the inflated activity count.",True,498,335,True,1,0,0,0
A_c2_9b_mcts,dispatch_preview_001,9b,False,revise,high,"The patch appends a literal double quote character to the end of the returned string, which is a syntax error and does not address the formatting issue for apostrophe-plus-hyphen names.",True,492,113,True,0,0,0,1
A_c2_9b_mcts,dispatch_preview_001,30b,False,revise,high,The patch adds an unnecessary empty string concatenation which does not address the apostrophe-plus-hyphen name formatting issue and is redundant,True,466,158,True,0,0,0,1
A_c2_9b_mcts,dispatch_preview_001,120b,False,revise,high,The change adds a no‑op concatenation and does not correct the name formatting bug for apostrophe‑plus‑hyphen names.,True,1115,635,True,0,0,0,1
A_c2_9b_mcts,fee_rounding_001,9b,True,accept,high,The patch correctly replaces integer division with floating-point division and rounding to fix the logic error where small fees were being truncated instead of rounded to the nearest cent.,True,444,65,True,1,0,0,0
A_c2_9b_mcts,fee_rounding_001,30b,True,accept,high,"The patch correctly changes the rounding behavior from floor division to round, which addresses the issue of rounding down instead of to the nearest cent.",True,417,51,True,1,0,0,0
A_c2_9b_mcts,fee_rounding_001,120b,True,accept,high,"The patch updates the service_fee function to use round instead of floor division, addressing the rounding issue without affecting other code.",True,464,383,True,1,0,0,0
A_c2_9b_mcts,headline_api_001,9b,False,revise,high,"The patch incorrectly handles the case where the first part is uppercase but subsequent parts are also uppercase, failing to capitalize them as expected by standard title casing logic for acronyms.",True,485,109,True,0,0,0,1
A_c2_9b_mcts,headline_api_001,30b,False,accept,high,"The patch correctly handles acronym-first slugs by preserving the first part in uppercase and capitalizing subsequent parts, addressing the root cause of incorrect formatting for such cases.",True,458,61,True,0,1,0,0
A_c2_9b_mcts,headline_api_001,120b,False,error,,parse_failed,True,1043,1024,True,0,0,0,0
A_c2_9b_mcts,incident_brief_c2_001,9b,True,accept,high,"The patch correctly filters out silenced incidents in the service layer to prevent them from inflating alert totals, directly addressing the problem statement.",True,497,60,True,1,0,0,0
A_c2_9b_mcts,incident_brief_c2_001,30b,True,accept,high,"The patch correctly filters out silenced incidents in the visible_incidents function, addressing the root cause of inflated alert totals by ensuring silenced incidents are not included in the visible list.",True,470,63,True,1,0,0,0
A_c2_9b_mcts,incident_brief_c2_001,120b,True,accept,high,"The patch correctly filters out silenced incidents from the visible list, addressing the inflated alert totals.",True,517,378,True,1,0,0,0
A_c2_9b_mcts,invoice_summary_001,9b,True,accept,high,"The patch correctly addresses the root cause of inconsistent cents formatting by changing the float precision from 1 to 2 decimal places, ensuring trailing zeros are preserved.",True,442,65,True,1,0,0,0
A_c2_9b_mcts,invoice_summary_001,30b,True,accept,high,"The patch correctly changes the money formatting to always show two decimal places, fixing the inconsistent cents display by using .2f instead of .1f.",True,415,54,True,1,0,0,0
A_c2_9b_mcts,invoice_summary_001,120b,True,accept,high,"The patch correctly updates money formatting to always show two decimal places, fixing the missing trailing zero issue.",True,463,240,True,1,0,0,0
A_c2_9b_mcts,label_join_001,9b,True,accept,high,"The patch correctly fixes the issue by changing the join separator from an empty string to a single space, which normalizes multiple consecutive whitespace characters into a single space as intended.",True,1383,580,True,1,0,0,0
A_c2_9b_mcts,label_join_001,30b,True,accept,high,"The patch correctly changes the behavior from removing all internal spacing to normalizing it by joining with a single space, which matches the problem description.",True,397,52,True,1,0,0,0
A_c2_9b_mcts,label_join_001,120b,True,accept,high,The patch correctly changes clean_label to normalize spacing by joining split tokens with a single space.,True,448,296,True,1,0,0,0
A_c2_9b_mcts,partner_brief_001,9b,True,accept,high,"The patch correctly filters out paused partners by adding a check for the 'paused' attribute, directly addressing the root cause of counting inactive accounts in the preview.",True,472,65,True,1,0,0,0
A_c2_9b_mcts,partner_brief_001,30b,True,accept,high,"The patch correctly filters out paused partners in the active partner count calculation, addressing the root cause of counting paused accounts as active.",True,445,49,True,1,0,0,0
A_c2_9b_mcts,partner_brief_001,120b,True,accept,high,"The patch correctly updates the active partner count logic to exclude paused partners, addressing the preview overcount without affecting other code.",True,497,301,True,1,0,0,0
A_c2_9b_mcts,profile_preview_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,profile_preview_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,profile_preview_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,queue_digest_001,9b,True,accept,high,"The patch correctly filters out muted alerts in the attention count calculation, directly addressing the root cause that muted alerts were being overcounted.",True,470,61,True,1,0,0,0
A_c2_9b_mcts,queue_digest_001,30b,True,accept,high,"The patch correctly filters out muted alerts from the attention count, aligning with the root cause that muted alerts were incorrectly included in the rollup.",True,443,53,True,1,0,0,0
A_c2_9b_mcts,queue_digest_001,120b,True,accept,high,"The patch correctly updates the attention count to exclude muted alerts, directly addressing the overstatement issue.",True,489,238,True,1,0,0,0
A_c2_9b_mcts,ratio_guard_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,ratio_guard_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,ratio_guard_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,renewal_banner_001,9b,False,revise,medium,"The patch introduces a new formatting tier for millions but fails to handle the specific edge case mentioned in the problem statement (the low-thousands range) where the original logic was causing aggressive abbreviation, and the change logic appears inverted or incomplete relative to the stated issue.",True,512,143,True,0,0,0,1
A_c2_9b_mcts,renewal_banner_001,30b,False,revise,high,"The patch incorrectly changes the threshold from 1000 to 1000000, which would cause values between 1000 and 999999 to be formatted as dollars instead of using the 'k' abbreviation, contradicting the requirement to fix aggressive abbreviation around the low-thousands range.",True,485,182,True,0,0,0,1
A_c2_9b_mcts,renewal_banner_001,120b,False,revise,medium,"The change still abbreviates amounts in the low‑thousands range, so it does not address the overly aggressive abbreviation described in the problem.",True,1149,644,True,0,0,0,1
A_c2_9b_mcts,retry_slot_001,9b,True,revise,high,"The patch changes the retry calculation logic without any stated root cause or evidence that the original formula (attempt * 4, cap 20) was incorrect, making the change unjustified.",True,452,95,True,0,0,1,0
A_c2_9b_mcts,retry_slot_001,30b,True,accept,high,"The patch correctly adjusts the retry calculation to match the expected cap behavior by increasing the multiplier and cap value, aligning with the problem description.",True,425,52,True,1,0,0,0
A_c2_9b_mcts,retry_slot_001,120b,True,accept,medium,"The patch updates the retry timing logic to use the intended multiplier and cap, addressing the incorrect behavior.",True,471,299,True,1,0,0,0
A_c2_9b_mcts,shipment_digest_001,9b,True,accept,high,"The patch correctly changes the condition from >= 0 to > 0 to exclude zero-day lateness from the overdue list, directly addressing the root cause that zero-day lateness was being treated as overdue.",True,507,75,True,1,0,0,0
A_c2_9b_mcts,shipment_digest_001,30b,True,accept,high,"The patch correctly changes the condition from >= 0 to > 0, ensuring zero-day lateness is not treated as overdue, which aligns with the root cause that on-time packages were being marked as delayed.",True,480,72,True,1,0,0,0
A_c2_9b_mcts,shipment_digest_001,120b,True,accept,high,"The patch correctly changes the overdue condition from >=0 to >0, fixing the zero‑day lateness issue.",True,526,395,True,1,0,0,0
A_c2_9b_mcts,sprint_rollup_001,9b,True,accept,high,"The patch correctly filters out resolved blockers by adding a condition to exclude items where item.resolved is true, directly addressing the inflation issue described in the problem statement.",True,464,66,True,1,0,0,0
A_c2_9b_mcts,sprint_rollup_001,30b,True,accept,high,"The patch correctly filters out resolved blockers by adding a condition to exclude items where item.resolved is True, directly addressing the issue of inflated sprint blocker totals.",True,437,55,True,1,0,0,0
A_c2_9b_mcts,sprint_rollup_001,120b,True,accept,high,"The patch correctly updates the blocker counting logic to exclude resolved items, addressing the inflated totals.",True,485,299,True,1,0,0,0
A_c2_9b_mcts,tag_visibility_001,9b,True,accept,high,"The patch correctly adds a condition to filter out hidden tags in the visible_tags function, directly addressing the stated problem that hidden tags were being counted as visible.",True,448,65,True,1,0,0,0
A_c2_9b_mcts,tag_visibility_001,30b,True,accept,high,"The patch correctly modifies the visible_tags function to exclude both archived and hidden tags, aligning with the requirement to not count hidden tags as visible.",True,420,53,True,1,0,0,0
A_c2_9b_mcts,tag_visibility_001,120b,True,accept,high,The patch correctly updates visible_tags to exclude hidden tags while preserving existing behavior.,True,473,219,True,1,0,0,0
A_c2_9b_mcts,timeline_caption_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,timeline_caption_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,timeline_caption_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c2_9b_mcts,window_center_001,9b,True,accept,high,"The patch correctly fixes the off-by-one error for odd-length windows by changing the index from len(values) // 2 - 1 to len(values) // 2, which aligns with the standard definition of the center element for odd-length sequences.",True,439,85,True,1,0,0,0
A_c2_9b_mcts,window_center_001,30b,True,accept,high,"The patch correctly adjusts the index to return the middle element for odd-length lists by using len(values) // 2 instead of len(values) // 2 - 1, which aligns with the expected behavior for center value in an odd-length window.",True,412,75,True,1,0,0,0
A_c2_9b_mcts,window_center_001,120b,True,accept,high,The patch correctly adjusts the index calculation to return the true middle element for odd-length lists without affecting other functionality.,True,464,341,True,1,0,0,0
A_c3_9b_mcts,alert_subject_001,9b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c3_9b_mcts,alert_subject_001,30b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c3_9b_mcts,alert_subject_001,120b,False,revise,high,empty patch,False,0,0,True,0,0,0,1
A_c3_9b_mcts,backlog_health_medium_c3_001,9b,True,accept,high,"The patch correctly filters out archived tasks from the blocked task count, directly addressing the root cause that archived tasks were being included in active blocker metrics.",True,517,63,True,1,0,0,0
A_c3_9b_mcts,backlog_health_medium_c3_001,30b,True,accept,high,"The patch correctly modifies the blocked_task_count function to exclude archived tasks, directly addressing the root cause of counting archived blocked tasks as active blockers.",True,486,57,True,1,0,0,0
A_c3_9b_mcts,backlog_health_medium_c3_001,120b,True,accept,high,"The patch correctly updates the blocker count to exclude archived tasks, directly addressing the root cause without affecting tests.",True,537,275,True,1,0,0,0
A_c3_9b_mcts,c3_banner_trim_001,9b,True,accept,high,The patch correctly addresses the root cause by stripping whitespace from the input name before formatting the banner string.,True,465,54,True,1,0,0,0
A_c3_9b_mcts,c3_banner_trim_001,30b,True,accept,high,"The patch correctly strips whitespace from the input name before formatting the banner, addressing the root cause of leading/trailing whitespace in the output.",True,437,51,True,1,0,0,0
A_c3_9b_mcts,c3_banner_trim_001,120b,True,accept,high,"The patch correctly strips whitespace in render_banner, addressing the reported issue without affecting other code.",True,485,257,True,1,0,0,0
A_c3_9b_mcts,c3_clamp_floor_001,9b,True,accept,high,The patch correctly fixes the undershoot issue by returning the minimum value instead of minimum - 1 when the input is below the threshold.,True,470,61,True,1,0,0,0
A_c3_9b_mcts,c3_clamp_floor_001,30b,True,accept,high,"The patch correctly fixes the undershoot by returning the minimum value instead of minimum - 1, aligning with the root cause and ensuring the function clamps properly.",True,441,62,True,1,0,0,0
A_c3_9b_mcts,c3_clamp_floor_001,120b,True,accept,high,"The patch correctly fixes clamp_minimum to return the minimum instead of minimum-1, addressing the undershoot bug.",True,498,259,True,1,0,0,0
A_c3_9b_mcts,c3_csv_count_001,9b,True,accept,high,"The patch correctly changes the delimiter from semicolon to comma in the csv_columns.py file, aligning with the stated root cause that the delimiter was incorrect for the CSV data format.",True,457,70,True,1,0,0,0
A_c3_9b_mcts,c3_csv_count_001,30b,True,revise,medium,"The patch changes the delimiter from semicolon to comma, but the root cause states the delimiter is incorrect for the provided CSV data format, and the fix should be based on the actual data format, not a default assumption.",True,427,88,True,0,0,1,0
A_c3_9b_mcts,c3_csv_count_001,120b,True,accept,high,"The patch correctly changes the delimiter in column_count from ';' to ',' addressing the identified root cause.",True,482,263,True,1,0,0,0
A_c3_9b_mcts,c3_eta_label_001,9b,True,accept,high,"The patch correctly adds a specific check for the singular case (1 day) before the default plural logic, fixing the formatting error described in the root cause.",True,479,65,True,1,0,0,0
A_c3_9b_mcts,c3_eta_label_001,30b,True,error,,parse_failed,True,1437,838,True,0,0,0,0
A_c3_9b_mcts,c3_eta_label_001,120b,True,accept,high,The patch correctly adds a singular‑day case to eta_label without affecting other logic.,True,499,283,True,1,0,0,0
A_c3_9b_mcts,c3_initials_join_001,9b,False,accept,high,The patch correctly removes the unconditional `.lower()` call to preserve the requested case of the initials.,True,472,53,True,0,1,0,0
A_c3_9b_mcts,c3_initials_join_001,30b,False,revise,high,"The patch removes the lowercase call but does not handle the case where the input might have mixed case, potentially leading to incorrect behavior if the requirement is to preserve the original case of the first letters.",True,443,82,True,0,0,0,1
A_c3_9b_mcts,c3_initials_join_001,120b,False,accept,high,"The patch correctly removes the unconditional lowercasing, preserving the case of initials as required.",True,492,316,True,0,1,0,0
A_c3_9b_mcts,c3_slug_tail_001,9b,True,revise,high,"The patch inverts the logic to return the last segment instead of the first, which contradicts the root cause hypothesis that the function incorrectly splits on the last hyphen and should instead split on the first.",True,473,111,True,0,0,1,0
A_c3_9b_mcts,c3_slug_tail_001,30b,True,accept,high,"The patch correctly changes the logic to return the last segment of the slug by using split('-')[-1], which fixes the issue of returning the wrong segment for hyphenated slugs.",True,444,67,True,1,0,0,0
A_c3_9b_mcts,c3_slug_tail_001,120b,True,accept,high,"The patch correctly updates slug_tail to return the last segment, fixing the hyphenated slug handling.",True,495,337,True,1,0,0,0
A_c3_9b_mcts,c3_title_case_001,9b,True,revise,medium,"The patch contains redundant and incorrect entries in the acronyms set (e.g., 'api' listed multiple times, 'CSS' and 'JS' duplicated) and fails to handle the case where an acronym appears in mixed case within the input text (e.g., 'my_API' should preserve 'API' but the logic only checks if the lowercased part is in the set, which is correct, but the set definition is messy and includes duplicates that suggest a lack of careful implementation).",True,600,183,True,0,0,1,0
A_c3_9b_mcts,c3_title_case_001,30b,True,revise,high,The patch contains duplicate entries in the acronyms set and uses part.upper() which may not preserve the original case of acronyms like 'Api' or 'aPi'.,True,571,98,True,0,0,1,0
A_c3_9b_mcts,c3_title_case_001,120b,True,error,,parse_failed,True,1255,1024,True,0,0,0,0
A_c3_9b_mcts,escalation_caption_001,9b,False,revise,high,"The patch removes the `.lower()` call from the first part of the owner name, which contradicts the requirement that channel export labels must remain uppercase, and the logic for handling apostrophes is not addressed.",True,570,128,True,0,0,0,1
A_c3_9b_mcts,escalation_caption_001,30b,False,revise,high,"The patch modifies the wrong function (format_owner_name) and introduces a lowercase conversion that may break the requirement for uppercase channel export labels, while the actual issue likely lies in the escalation caption preview logic.",True,539,104,True,0,0,0,1
A_c3_9b_mcts,escalation_caption_001,120b,False,revise,medium,The change to format_owner_name does not address apostrophe handling and may break existing name formatting without fixing the preview bug.,True,1197,1006,True,0,0,0,1
A_c3_9b_mcts,invoice_alerts_medium_c3_001,9b,True,accept,high,"The patch correctly filters out waived invoices from the overdue alert count, directly addressing the root cause hypothesis.",True,519,54,True,1,0,0,0
A_c3_9b_mcts,invoice_alerts_medium_c3_001,30b,True,accept,high,"The patch correctly filters out waived invoices from the overdue alert count, aligning with the root cause that waived overdue invoices were being incorrectly included.",True,488,57,True,1,0,0,0
A_c3_9b_mcts,invoice_alerts_medium_c3_001,120b,True,accept,high,"The patch correctly updates the alert service to exclude waived invoices from the overdue count, addressing the overstated alerts.",True,541,284,True,1,0,0,0
